Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
Male,disloyal Customer,42,Business travel,Business,735,2,2,2,3,5,2,5,5,5,3,5,3,4,5,7,0.0,satisfied
Male,Loyal Customer,37,Business travel,Eco Plus,417,2,5,5,5,2,2,2,2,3,4,3,4,4,2,7,14.0,neutral or dissatisfied
Female,Loyal Customer,43,Personal Travel,Eco,500,3,5,3,4,4,4,5,2,2,3,2,5,2,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,58,Personal Travel,Business,1995,4,3,4,4,4,4,3,5,5,4,5,1,5,2,0,0.0,neutral or dissatisfied
Female,Loyal Customer,51,Business travel,Business,1864,3,3,3,3,4,5,4,4,4,4,4,5,4,3,5,10.0,satisfied
Female,Loyal Customer,24,Personal Travel,Eco,991,3,3,3,4,3,2,3,1,2,3,3,3,1,3,164,149.0,neutral or dissatisfied
Male,Loyal Customer,61,Personal Travel,Eco,483,4,0,4,3,3,4,3,3,3,4,4,4,5,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,61,Business travel,Business,1676,4,4,4,4,5,4,5,5,5,5,5,3,5,3,0,0.0,satisfied
Female,Loyal Customer,38,Business travel,Business,2532,1,1,1,1,1,2,3,5,5,5,5,3,5,5,0,0.0,satisfied
Female,disloyal Customer,22,Business travel,Eco,456,4,0,4,5,1,4,1,1,1,5,4,2,5,1,0,0.0,satisfied
Female,Loyal Customer,8,Business travel,Eco,570,1,3,3,3,1,1,1,1,1,4,4,4,4,1,0,2.0,neutral or dissatisfied
Male,disloyal Customer,18,Business travel,Business,305,5,5,5,2,5,5,1,5,4,5,5,3,4,5,3,0.0,satisfied
Female,disloyal Customer,21,Business travel,Eco,283,2,0,2,1,2,2,4,2,3,2,4,3,4,2,0,0.0,neutral or dissatisfied
Male,disloyal Customer,49,Business travel,Business,1984,3,3,3,1,5,3,5,5,5,3,4,3,5,5,0,0.0,neutral or dissatisfied
Male,disloyal Customer,22,Business travel,Eco,395,4,5,4,2,5,4,5,5,5,5,1,2,3,5,21,29.0,neutral or dissatisfied
Female,Loyal Customer,49,Business travel,Business,3964,3,5,3,3,1,4,4,3,3,2,3,1,3,4,89,82.0,neutral or dissatisfied
Female,disloyal Customer,43,Business travel,Business,1616,2,2,2,3,5,2,5,5,3,4,4,4,4,5,25,35.0,neutral or dissatisfied
Female,Loyal Customer,25,Business travel,Business,2333,3,3,3,3,4,4,4,4,5,5,4,3,5,4,0,6.0,satisfied
Male,Loyal Customer,63,Personal Travel,Eco,508,3,4,3,1,5,3,5,5,4,2,4,4,4,5,12,30.0,neutral or dissatisfied
Female,Loyal Customer,59,Business travel,Business,2549,1,1,1,1,2,3,1,4,4,5,5,4,4,1,0,0.0,satisfied
Female,Loyal Customer,62,Personal Travel,Eco,135,2,5,2,4,5,5,4,2,2,2,1,5,2,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,51,Business travel,Eco Plus,129,5,3,3,3,2,5,3,5,5,5,5,1,5,3,0,0.0,satisfied
Female,disloyal Customer,13,Business travel,Eco,986,2,1,1,3,1,1,1,1,3,3,4,3,4,1,2,26.0,neutral or dissatisfied
Male,Loyal Customer,30,Business travel,Business,192,2,2,2,2,5,5,5,5,4,2,5,5,5,5,0,0.0,satisfied
Female,Loyal Customer,57,Business travel,Business,109,1,3,3,3,3,1,2,3,3,3,1,1,3,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,56,Business travel,Business,1303,3,3,3,3,4,5,5,5,5,5,5,5,5,3,0,0.0,satisfied
Male,Loyal Customer,26,Business travel,Eco,1546,1,2,2,2,1,1,4,1,2,1,3,4,4,1,10,8.0,neutral or dissatisfied
Female,Loyal Customer,56,Business travel,Business,3745,3,3,4,3,3,4,5,4,4,4,4,4,4,3,0,0.0,satisfied
Female,Loyal Customer,27,Business travel,Business,1811,3,3,3,3,4,4,5,4,3,2,5,4,3,4,39,25.0,satisfied
Female,Loyal Customer,50,Business travel,Business,3988,3,2,4,2,4,1,1,3,3,3,3,3,3,4,0,0.0,neutral or dissatisfied
Male,Loyal Customer,37,Business travel,Business,3444,3,3,3,3,3,5,2,4,4,4,4,2,4,4,0,0.0,satisfied
Male,disloyal Customer,37,Business travel,Business,402,1,2,2,2,3,2,3,3,3,3,5,4,5,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,57,Personal Travel,Eco,584,3,4,3,5,2,5,4,4,4,3,4,5,4,4,0,0.0,neutral or dissatisfied
Male,Loyal Customer,52,Business travel,Eco,620,2,2,2,2,2,2,2,2,2,3,2,2,3,2,0,4.0,neutral or dissatisfied
Male,Loyal Customer,23,Personal Travel,Eco,372,5,0,5,1,4,5,4,4,4,4,5,5,2,4,0,0.0,satisfied
Female,Loyal Customer,60,Business travel,Business,575,4,4,4,4,4,5,4,4,4,4,4,5,4,5,0,0.0,satisfied
Female,Loyal Customer,60,Personal Travel,Eco,861,2,5,2,2,5,4,5,5,5,2,5,4,5,3,101,99.0,neutral or dissatisfied
Female,Loyal Customer,40,Business travel,Eco,399,5,4,4,4,5,5,5,5,2,2,5,1,5,5,0,0.0,satisfied
Male,Loyal Customer,53,Business travel,Business,763,2,1,1,1,2,2,2,4,5,4,4,2,3,2,200,199.0,neutral or dissatisfied
Male,Loyal Customer,22,Personal Travel,Eco,404,1,5,3,3,5,3,5,5,3,5,5,5,5,5,16,4.0,neutral or dissatisfied
Male,Loyal Customer,39,Business travel,Eco,341,2,3,3,3,2,2,2,2,3,3,3,1,4,2,0,0.0,neutral or dissatisfied
Male,disloyal Customer,28,Business travel,Eco,740,4,4,4,4,1,4,1,1,2,1,5,4,4,1,10,54.0,satisfied
Male,Loyal Customer,68,Personal Travel,Eco,192,2,3,2,4,1,2,3,1,1,1,4,3,3,1,3,0.0,neutral or dissatisfied
Male,Loyal Customer,24,Business travel,Eco Plus,425,4,1,1,1,4,3,2,4,3,2,3,1,4,4,0,0.0,neutral or dissatisfied
Male,Loyal Customer,51,Business travel,Business,3334,3,3,3,3,2,4,4,5,5,5,5,4,5,3,6,0.0,satisfied
Male,Loyal Customer,12,Personal Travel,Eco,675,1,5,1,3,4,1,4,4,5,5,5,5,4,4,0,0.0,neutral or dissatisfied
Male,Loyal Customer,60,Personal Travel,Eco,733,2,2,2,4,5,2,5,5,1,1,3,3,4,5,0,0.0,neutral or dissatisfied
Male,Loyal Customer,54,Business travel,Business,1404,4,4,4,4,5,5,4,4,4,4,4,5,4,5,0,8.0,satisfied
Female,Loyal Customer,45,Business travel,Eco,674,5,1,1,1,4,3,1,5,5,5,5,4,5,2,82,74.0,satisfied
Female,Loyal Customer,18,Business travel,Eco,425,2,5,5,5,2,2,2,2,4,5,3,4,4,2,66,65.0,neutral or dissatisfied
Male,Loyal Customer,56,Business travel,Business,1739,3,3,3,3,2,3,4,5,5,5,5,4,5,4,26,7.0,satisfied
Female,Loyal Customer,64,Personal Travel,Eco,337,2,5,2,4,2,3,3,4,1,1,5,3,5,3,229,231.0,neutral or dissatisfied
Male,disloyal Customer,45,Business travel,Eco,912,3,3,3,4,5,3,5,5,3,1,4,4,3,5,0,0.0,neutral or dissatisfied
Male,Loyal Customer,66,Personal Travel,Eco,2586,4,4,4,1,4,4,4,5,3,5,5,4,5,4,9,0.0,neutral or dissatisfied
Female,Loyal Customer,45,Personal Travel,Eco Plus,270,4,3,2,4,2,4,3,3,3,2,3,2,3,4,8,0.0,neutral or dissatisfied
Female,Loyal Customer,52,Business travel,Business,3698,5,5,5,5,2,5,4,5,5,4,5,3,5,4,6,16.0,satisfied
Female,Loyal Customer,49,Personal Travel,Eco,391,1,5,1,3,4,4,4,4,4,1,4,3,4,5,0,0.0,neutral or dissatisfied
Female,Loyal Customer,39,Personal Travel,Eco,516,4,5,4,1,5,4,5,5,3,2,4,5,5,5,2,3.0,neutral or dissatisfied
Female,disloyal Customer,26,Business travel,Business,770,1,1,1,3,2,1,2,2,5,5,4,5,5,2,12,0.0,neutral or dissatisfied
Female,Loyal Customer,24,Business travel,Business,3920,0,0,0,4,2,2,4,2,3,2,4,4,3,2,52,43.0,satisfied
Male,Loyal Customer,35,Business travel,Business,2632,2,2,2,2,4,4,4,2,3,2,5,4,2,4,74,190.0,satisfied
Female,Loyal Customer,67,Personal Travel,Eco,950,2,1,2,4,1,2,4,3,3,2,3,3,3,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,44,Personal Travel,Eco,666,4,4,4,2,3,4,2,3,4,1,5,1,1,3,0,0.0,neutral or dissatisfied
Female,disloyal Customer,51,Business travel,Eco,589,3,0,3,3,3,3,3,3,5,1,1,3,4,3,45,44.0,neutral or dissatisfied
Male,disloyal Customer,33,Business travel,Business,604,2,2,2,3,5,2,5,5,3,2,5,3,4,5,54,65.0,neutral or dissatisfied
Female,disloyal Customer,26,Business travel,Business,1188,2,2,2,3,3,2,3,3,4,5,5,5,5,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,23,Personal Travel,Eco,2704,1,1,1,3,2,1,2,2,1,3,4,4,4,2,0,,neutral or dissatisfied
Female,disloyal Customer,23,Business travel,Eco,721,4,5,5,3,5,5,5,5,4,3,3,3,3,5,6,0.0,neutral or dissatisfied
Female,disloyal Customer,28,Business travel,Business,500,3,3,3,4,2,3,2,2,4,2,4,3,5,2,37,30.0,neutral or dissatisfied
Female,Loyal Customer,55,Business travel,Eco,1149,1,4,4,4,3,3,3,1,1,1,1,4,1,4,0,0.0,neutral or dissatisfied
Male,Loyal Customer,50,Personal Travel,Eco,641,1,5,1,1,5,1,5,5,5,5,4,3,4,5,0,0.0,neutral or dissatisfied
Female,Loyal Customer,41,Business travel,Business,2347,5,5,5,5,5,4,5,5,5,5,5,3,5,3,0,0.0,satisfied
Male,Loyal Customer,46,Business travel,Business,888,4,1,4,4,2,5,5,4,4,4,4,3,4,5,3,0.0,satisfied
Female,Loyal Customer,58,Business travel,Business,2278,5,5,5,5,5,5,4,5,5,4,5,4,5,4,0,0.0,satisfied
Male,Loyal Customer,45,Personal Travel,Eco,270,1,4,1,4,4,1,4,4,4,3,4,4,4,4,0,0.0,neutral or dissatisfied
Male,Loyal Customer,26,Business travel,Business,1724,2,2,2,2,4,4,4,4,4,3,4,3,5,4,0,0.0,satisfied
Male,Loyal Customer,59,Business travel,Business,2021,1,1,1,1,5,3,2,5,5,5,5,2,5,2,35,34.0,satisfied
Female,Loyal Customer,15,Personal Travel,Eco Plus,912,2,5,2,1,1,2,1,1,3,5,5,5,5,1,0,0.0,neutral or dissatisfied
Female,Loyal Customer,49,Personal Travel,Eco,587,1,4,1,4,5,4,4,3,3,1,2,3,3,2,0,0.0,neutral or dissatisfied
Female,Loyal Customer,38,Business travel,Eco Plus,349,5,1,1,1,5,5,5,5,1,3,5,2,4,5,0,0.0,satisfied
Male,disloyal Customer,20,Business travel,Business,312,4,4,4,1,3,4,3,3,5,5,5,4,5,3,37,39.0,satisfied
Male,Loyal Customer,42,Business travel,Eco,833,3,4,4,4,3,3,3,3,2,2,3,4,3,3,55,39.0,neutral or dissatisfied
Male,disloyal Customer,23,Business travel,Eco,1096,1,1,1,3,3,1,5,3,3,1,2,1,2,3,0,7.0,neutral or dissatisfied
Male,Loyal Customer,41,Personal Travel,Eco,3784,1,5,1,5,1,3,5,3,3,5,4,5,3,5,5,2.0,neutral or dissatisfied
Male,Loyal Customer,60,Personal Travel,Eco,369,2,1,4,2,3,4,3,3,2,4,2,3,3,3,10,,neutral or dissatisfied
Male,Loyal Customer,41,Business travel,Business,854,3,3,3,3,2,4,5,4,4,4,4,4,4,3,0,2.0,satisfied
Male,Loyal Customer,57,Business travel,Business,2578,1,4,4,4,3,4,4,1,1,2,1,4,1,2,7,8.0,neutral or dissatisfied
Female,Loyal Customer,43,Business travel,Eco,746,1,4,4,4,5,4,4,1,1,1,1,1,1,1,27,16.0,neutral or dissatisfied
Male,disloyal Customer,22,Business travel,Eco,323,5,4,5,3,1,5,4,1,5,3,4,4,5,1,0,0.0,satisfied
Female,Loyal Customer,27,Personal Travel,Eco,834,1,4,1,3,2,1,2,2,4,4,5,5,4,2,0,0.0,neutral or dissatisfied
Male,Loyal Customer,20,Personal Travel,Business,650,4,5,4,5,2,4,2,2,4,1,5,3,4,2,0,7.0,neutral or dissatisfied
Male,Loyal Customer,41,Business travel,Business,2798,3,3,3,3,5,4,5,4,4,4,4,3,4,3,0,0.0,satisfied
Male,Loyal Customer,59,Personal Travel,Eco,737,1,2,1,4,3,1,3,3,4,1,3,3,3,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,21,Personal Travel,Eco,404,2,4,2,3,2,2,2,2,1,4,4,3,4,2,4,4.0,neutral or dissatisfied
Female,Loyal Customer,44,Personal Travel,Eco,325,3,3,3,3,5,2,1,3,3,3,2,1,3,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,45,Personal Travel,Business,341,3,2,4,3,3,3,3,2,2,4,2,1,2,1,9,28.0,neutral or dissatisfied
Female,Loyal Customer,53,Personal Travel,Eco,309,2,3,4,3,3,4,4,4,4,4,4,4,4,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,45,Personal Travel,Eco Plus,457,3,5,3,2,4,5,5,4,4,3,4,5,4,5,0,14.0,neutral or dissatisfied
Male,disloyal Customer,20,Business travel,Eco,236,4,1,4,3,4,4,4,4,2,3,3,2,3,4,0,0.0,neutral or dissatisfied
Female,disloyal Customer,27,Business travel,Business,845,0,0,0,2,1,0,1,1,4,4,4,5,5,1,5,0.0,satisfied
Male,Loyal Customer,48,Business travel,Eco,411,5,2,2,2,4,5,4,4,5,3,1,2,2,4,20,10.0,satisfied
Female,Loyal Customer,8,Personal Travel,Eco,493,2,5,2,1,2,2,2,2,4,5,4,3,4,2,61,73.0,neutral or dissatisfied
Male,Loyal Customer,48,Business travel,Business,2981,1,3,3,3,3,3,4,1,1,1,1,1,1,3,5,1.0,neutral or dissatisfied
Female,Loyal Customer,44,Business travel,Business,1842,1,5,5,5,1,3,3,1,1,1,1,1,1,2,6,0.0,neutral or dissatisfied
Male,Loyal Customer,15,Personal Travel,Eco,209,3,2,0,2,4,0,4,4,4,3,2,2,2,4,0,0.0,neutral or dissatisfied
Male,Loyal Customer,55,Business travel,Business,3381,5,5,5,5,3,4,4,5,5,5,5,5,5,5,0,6.0,satisfied
Male,Loyal Customer,20,Business travel,Business,1111,2,1,1,1,2,2,2,2,3,3,3,3,4,2,89,71.0,neutral or dissatisfied
Female,Loyal Customer,31,Personal Travel,Eco Plus,1609,2,2,2,3,5,2,5,5,2,3,2,1,2,5,0,0.0,neutral or dissatisfied
Female,Loyal Customer,30,Business travel,Business,3506,1,1,1,1,3,3,1,3,4,4,4,2,3,3,36,21.0,neutral or dissatisfied
Male,Loyal Customer,52,Business travel,Business,1690,3,3,3,3,3,5,4,5,5,5,5,3,5,3,8,7.0,satisfied
Female,disloyal Customer,43,Business travel,Eco,689,1,1,1,4,1,1,2,1,3,2,4,1,3,1,0,0.0,neutral or dissatisfied
Female,Loyal Customer,10,Personal Travel,Eco,789,1,4,1,4,1,1,1,1,4,2,5,4,4,1,0,0.0,neutral or dissatisfied
Male,Loyal Customer,10,Personal Travel,Eco Plus,1056,1,5,1,1,5,1,5,5,4,4,4,3,5,5,72,78.0,neutral or dissatisfied
Male,Loyal Customer,10,Personal Travel,Eco,246,1,5,1,4,4,1,4,4,3,5,4,4,4,4,80,95.0,neutral or dissatisfied
Male,Loyal Customer,25,Business travel,Business,692,2,2,2,2,2,2,2,2,4,3,1,1,2,2,63,59.0,neutral or dissatisfied
Female,Loyal Customer,15,Personal Travel,Eco,507,4,5,4,3,3,4,3,3,5,5,4,4,5,3,4,0.0,neutral or dissatisfied
Male,Loyal Customer,51,Business travel,Eco,1269,4,1,1,1,4,4,4,4,4,5,3,1,3,4,85,88.0,neutral or dissatisfied
Female,Loyal Customer,58,Business travel,Eco Plus,462,4,4,1,4,2,3,3,4,4,4,4,4,4,4,0,0.0,satisfied
Female,Loyal Customer,38,Personal Travel,Eco,333,1,5,1,2,2,1,2,2,4,3,5,5,5,2,10,4.0,neutral or dissatisfied
Female,disloyal Customer,25,Business travel,Business,735,2,4,3,4,3,3,4,3,1,2,3,2,3,3,12,0.0,neutral or dissatisfied
Male,Loyal Customer,45,Business travel,Business,3965,4,4,4,4,3,5,5,2,2,2,2,4,2,5,2,0.0,satisfied
Female,Loyal Customer,22,Business travel,Business,3225,3,2,2,2,3,3,3,3,4,4,3,3,3,3,0,0.0,neutral or dissatisfied
Female,disloyal Customer,38,Business travel,Eco,1250,3,3,3,1,4,3,4,4,1,2,2,3,2,4,0,0.0,neutral or dissatisfied
Male,Loyal Customer,68,Personal Travel,Eco,287,2,4,2,1,4,2,4,4,4,3,5,3,5,4,100,84.0,neutral or dissatisfied
Male,Loyal Customer,48,Personal Travel,Eco,109,1,5,1,1,3,1,3,3,4,2,1,5,5,3,40,45.0,neutral or dissatisfied
Male,Loyal Customer,37,Personal Travel,Eco,481,1,2,1,3,3,1,3,3,3,5,4,3,4,3,110,112.0,neutral or dissatisfied
Female,disloyal Customer,39,Business travel,Business,430,3,3,3,3,2,3,2,2,3,2,5,4,4,2,9,2.0,neutral or dissatisfied
Male,Loyal Customer,61,Personal Travel,Eco,1660,3,4,4,5,1,4,1,1,5,3,4,3,5,1,0,20.0,neutral or dissatisfied
Male,Loyal Customer,40,Business travel,Business,1865,5,5,5,5,3,3,4,2,2,2,2,3,2,3,0,0.0,satisfied
Female,Loyal Customer,39,Business travel,Eco,1598,1,5,5,5,1,1,1,1,2,5,2,3,4,1,0,0.0,neutral or dissatisfied
Male,Loyal Customer,44,Business travel,Business,158,3,3,3,3,5,4,5,4,4,5,4,4,4,5,66,57.0,satisfied
Female,Loyal Customer,26,Business travel,Business,109,5,5,3,5,4,4,4,4,4,5,4,4,4,4,6,0.0,satisfied
Male,disloyal Customer,26,Business travel,Business,794,2,2,2,3,3,2,3,3,4,2,5,4,4,3,0,10.0,neutral or dissatisfied
Female,Loyal Customer,44,Business travel,Business,2257,2,2,2,2,5,5,5,5,5,5,5,5,5,5,6,3.0,satisfied
Female,disloyal Customer,23,Business travel,Eco,1089,3,4,4,4,5,4,1,5,5,4,4,3,4,5,0,17.0,neutral or dissatisfied
Male,Loyal Customer,40,Business travel,Business,748,1,1,1,1,4,4,4,4,4,4,4,3,4,3,0,0.0,satisfied
Female,Loyal Customer,50,Business travel,Business,2133,4,4,4,4,2,4,4,5,5,5,5,4,5,5,0,3.0,satisfied
Female,Loyal Customer,55,Business travel,Eco,528,2,1,1,1,2,3,4,2,2,2,2,1,2,1,5,0.0,neutral or dissatisfied
Male,Loyal Customer,66,Personal Travel,Eco,1197,4,2,4,3,1,4,1,1,3,5,3,1,3,1,1,0.0,neutral or dissatisfied
Female,Loyal Customer,67,Personal Travel,Eco,626,2,4,2,1,3,5,4,3,3,2,3,3,3,5,8,4.0,neutral or dissatisfied
Male,Loyal Customer,47,Business travel,Business,1919,3,3,3,3,5,5,4,5,5,5,5,3,5,5,3,5.0,satisfied
Male,Loyal Customer,22,Personal Travel,Eco Plus,997,3,4,2,2,2,4,4,3,5,4,4,4,5,4,437,429.0,neutral or dissatisfied
Female,disloyal Customer,27,Business travel,Eco,1046,2,2,2,2,3,2,2,3,3,2,5,5,1,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,20,Business travel,Business,1452,3,5,5,5,3,3,3,3,3,4,2,3,2,3,12,26.0,neutral or dissatisfied
Male,Loyal Customer,64,Personal Travel,Eco,738,1,4,1,3,3,1,3,3,4,4,5,3,5,3,18,4.0,neutral or dissatisfied
Male,Loyal Customer,31,Business travel,Eco Plus,1874,2,1,1,1,2,3,2,2,1,2,2,2,3,2,1,24.0,neutral or dissatisfied
Female,Loyal Customer,49,Business travel,Business,2084,5,5,5,5,3,4,5,2,2,2,2,5,2,3,25,19.0,satisfied
Male,Loyal Customer,15,Personal Travel,Business,726,3,2,3,3,1,3,1,1,2,2,4,3,4,1,0,0.0,neutral or dissatisfied
Female,Loyal Customer,68,Personal Travel,Eco,1182,3,4,3,4,2,3,4,1,1,3,1,4,1,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,46,Business travel,Business,2749,2,1,1,1,2,4,4,2,2,2,2,2,2,3,0,0.0,neutral or dissatisfied
Male,disloyal Customer,33,Business travel,Eco,728,1,1,1,4,5,1,5,5,4,1,3,4,4,5,0,12.0,neutral or dissatisfied
Female,Loyal Customer,39,Business travel,Business,3282,2,1,1,1,5,4,3,2,2,2,2,4,2,4,0,4.0,neutral or dissatisfied
Male,Loyal Customer,40,Business travel,Business,1979,2,2,2,2,5,5,5,2,2,2,2,4,2,3,4,0.0,satisfied
Female,Loyal Customer,27,Personal Travel,Eco,882,3,3,2,3,3,2,4,3,2,1,4,1,3,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,69,Personal Travel,Eco,844,3,4,3,3,3,4,5,3,3,3,3,3,3,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,25,Personal Travel,Eco Plus,468,1,2,1,3,1,1,1,1,4,2,3,3,4,1,21,30.0,neutral or dissatisfied
Female,Loyal Customer,34,Personal Travel,Eco,255,1,4,0,4,4,0,4,4,3,5,4,4,5,4,68,64.0,neutral or dissatisfied
Male,Loyal Customer,46,Business travel,Business,473,1,1,1,1,4,1,4,5,5,5,5,5,5,3,0,0.0,satisfied
Female,Loyal Customer,59,Personal Travel,Eco,1073,4,4,4,3,4,4,4,3,3,4,3,3,3,4,21,8.0,neutral or dissatisfied
Male,Loyal Customer,51,Personal Travel,Eco,2239,1,1,1,3,3,1,3,3,2,2,2,4,2,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,41,Business travel,Business,1520,4,4,4,4,3,4,5,5,5,5,5,5,5,3,0,0.0,satisfied
Male,Loyal Customer,41,Personal Travel,Eco Plus,1744,4,5,4,3,5,4,5,5,5,5,4,3,4,5,0,0.0,neutral or dissatisfied
Male,Loyal Customer,37,Personal Travel,Eco,2288,1,3,1,4,1,1,1,4,3,3,4,1,3,1,0,0.0,neutral or dissatisfied
Female,disloyal Customer,44,Business travel,Eco,337,1,3,1,3,5,1,5,5,4,4,2,2,2,5,0,0.0,neutral or dissatisfied
Male,Loyal Customer,46,Business travel,Business,296,5,5,5,5,2,5,5,3,3,4,3,5,3,3,0,0.0,satisfied
Female,Loyal Customer,48,Personal Travel,Eco,1072,1,4,1,3,5,5,5,3,3,1,5,4,3,5,0,1.0,neutral or dissatisfied
Male,Loyal Customer,40,Business travel,Business,1969,5,4,5,5,5,4,4,2,2,2,2,5,2,5,0,0.0,satisfied
Female,disloyal Customer,29,Business travel,Business,1149,2,3,3,2,4,3,4,4,4,4,4,5,5,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,66,Personal Travel,Eco,338,5,3,1,2,3,2,4,2,2,1,2,5,2,5,16,16.0,satisfied
Male,Loyal Customer,9,Personal Travel,Eco,813,4,2,4,3,4,4,4,4,1,2,3,3,4,4,0,9.0,neutral or dissatisfied
Female,Loyal Customer,45,Business travel,Eco,89,4,1,5,1,2,4,4,4,4,4,4,2,4,2,0,0.0,satisfied
Male,Loyal Customer,61,Business travel,Eco,383,3,1,4,4,4,3,4,4,2,5,3,1,4,4,42,28.0,neutral or dissatisfied
Female,disloyal Customer,27,Business travel,Eco,214,3,5,3,3,4,3,4,4,1,1,5,1,5,4,0,0.0,neutral or dissatisfied
Male,disloyal Customer,24,Business travel,Eco,577,4,0,3,1,1,3,1,1,2,1,2,3,5,1,39,31.0,neutral or dissatisfied
Female,Loyal Customer,56,Business travel,Business,1791,2,2,2,2,2,4,5,5,5,5,5,5,5,3,0,0.0,satisfied
Male,Loyal Customer,40,Business travel,Business,2694,4,4,4,4,2,4,4,4,4,5,4,4,4,5,0,1.0,satisfied
Female,Loyal Customer,38,Business travel,Business,2506,5,5,5,5,5,1,4,5,5,5,5,3,5,2,3,0.0,satisfied
Female,disloyal Customer,19,Business travel,Eco,402,2,2,2,4,1,2,1,1,2,5,4,3,3,1,9,8.0,neutral or dissatisfied
Female,Loyal Customer,55,Business travel,Business,2266,1,1,1,1,3,4,4,4,4,4,4,5,4,5,0,10.0,satisfied
Female,Loyal Customer,39,Business travel,Business,2578,2,2,2,2,4,4,4,2,2,2,2,3,2,3,0,0.0,satisfied
Female,Loyal Customer,37,Business travel,Business,3719,2,2,2,2,4,2,3,4,4,5,4,4,4,2,0,0.0,satisfied
Male,Loyal Customer,65,Personal Travel,Eco,67,3,5,3,3,5,3,5,5,4,3,5,4,5,5,1,0.0,neutral or dissatisfied
Male,Loyal Customer,36,Business travel,Eco,387,3,5,2,5,3,3,3,3,1,1,1,2,1,3,0,1.0,neutral or dissatisfied
Female,Loyal Customer,48,Personal Travel,Eco,1619,0,4,0,4,4,3,4,2,2,0,2,4,2,3,0,0.0,satisfied
Male,Loyal Customer,29,Business travel,Business,1188,1,3,3,3,1,1,1,1,4,3,3,4,4,1,40,35.0,neutral or dissatisfied
Female,Loyal Customer,38,Business travel,Business,2617,2,2,2,2,5,5,4,4,4,4,4,3,4,4,0,0.0,satisfied
Female,Loyal Customer,56,Business travel,Eco,1024,5,3,3,3,3,2,2,5,5,5,5,4,5,1,0,0.0,satisfied
Male,Loyal Customer,45,Business travel,Business,3910,1,1,5,1,5,5,5,4,4,4,4,5,4,4,0,0.0,satisfied
Male,Loyal Customer,59,Business travel,Business,632,2,2,5,2,2,5,5,4,4,4,4,5,4,5,0,0.0,satisfied
Female,Loyal Customer,52,Business travel,Business,337,3,2,2,2,4,4,4,3,3,3,3,4,3,4,0,0.0,neutral or dissatisfied
Male,Loyal Customer,59,Business travel,Business,341,2,2,5,2,5,4,5,4,4,4,4,5,4,4,8,15.0,satisfied
Female,disloyal Customer,25,Business travel,Eco,1015,3,3,3,4,3,3,3,3,5,2,4,2,5,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,40,Business travel,Business,501,3,1,3,3,5,4,3,3,3,3,3,3,3,5,0,0.0,satisfied
Female,Loyal Customer,41,Personal Travel,Business,1814,3,5,3,4,5,5,4,4,4,3,4,5,4,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,50,Business travel,Business,3613,4,3,3,3,1,3,4,4,4,4,4,1,4,1,0,0.0,neutral or dissatisfied
Female,Loyal Customer,44,Business travel,Business,2847,3,3,3,3,3,5,5,5,5,5,5,3,5,5,0,7.0,satisfied
Female,Loyal Customer,41,Business travel,Eco,227,1,3,3,3,1,1,1,4,4,3,4,1,2,1,132,133.0,neutral or dissatisfied
Male,Loyal Customer,69,Personal Travel,Eco Plus,86,3,2,3,3,4,3,4,4,2,3,4,2,3,4,1,3.0,neutral or dissatisfied
Male,Loyal Customer,48,Business travel,Business,2894,5,5,5,5,4,4,4,4,4,4,4,4,4,3,0,11.0,satisfied
Female,Loyal Customer,39,Business travel,Business,3409,0,4,0,4,4,5,5,1,1,1,1,4,1,3,0,0.0,satisfied
Male,Loyal Customer,66,Business travel,Business,3919,2,5,5,5,1,3,3,2,2,2,2,2,2,3,19,16.0,neutral or dissatisfied
Female,Loyal Customer,40,Business travel,Business,3590,1,4,4,4,4,3,3,1,1,1,1,4,1,1,0,0.0,neutral or dissatisfied
Female,Loyal Customer,23,Personal Travel,Eco,221,2,5,2,3,1,2,1,1,4,4,3,2,3,1,0,1.0,neutral or dissatisfied
Female,Loyal Customer,64,Personal Travel,Eco,190,3,5,0,4,3,4,4,1,1,0,1,5,1,4,0,0.0,neutral or dissatisfied
